ts_iso,temp_c,humidity
PT1h42m18s,18.50,64.70
PT1h42m21s,18.50,64.70
PT1h42m24s,18.50,64.60
PT1h42m27s,18.40,64.60
PT1h42m30s,18.50,64.60
PT1h42m33s,18.50,64.60
PT1h42m36s,18.50,64.60
PT1h42m39s,18.40,64.60
PT1h42m42s,18.50,64.70
PT1h42m45s,18.40,64.70
PT1h42m48s,18.50,64.70
PT1h42m51s,18.50,64.60
PT1h42m54s,18.50,64.70
PT1h42m57s,18.50,64.60
PT1h43m0s,18.40,64.60
PT1h43m3s,18.50,64.70
PT1h43m6s,18.50,64.70
PT1h43m9s,18.40,64.60
PT1h43m12s,18.50,64.70
PT1h43m15s,18.50,64.70
PT1h43m18s,18.50,64.70
PT1h43m21s,18.50,64.70
PT1h43m24s,18.50,64.70
PT1h43m27s,18.40,64.70
PT1h43m30s,18.40,64.70
PT1h43m33s,18.40,64.70
PT1h43m36s,18.40,64.70
PT1h43m39s,18.40,64.70
PT1h43m42s,18.40,64.70
PT1h43m45s,18.40,64.70
PT1h43m48s,18.40,64.70
PT1h43m51s,18.40,64.70
PT1h43m54s,18.40,64.70
PT1h43m57s,18.50,64.70
