ms_since_start,tempC,humidity,accel_rms,iso_time
1986698,16.6,65.8,0.0000,2025-10-01T22:12:22
1987198,16.6,65.8,0.0000,2025-10-01T22:12:22
1987698,16.6,65.8,0.0000,2025-10-01T22:12:23
1988198,16.6,65.8,0.0000,2025-10-01T22:12:23
1988698,16.6,65.8,0.0000,2025-10-01T22:12:24
1989198,16.6,65.8,0.0000,2025-10-01T22:12:24
1989698,16.6,65.8,0.0000,2025-10-01T22:12:25
1990198,16.6,65.8,0.0000,2025-10-01T22:12:25
1990698,16.6,65.8,0.0000,2025-10-01T22:12:26
1991198,16.6,65.8,0.0283,2025-10-01T22:12:26
1991698,16.6,65.8,0.0000,2025-10-01T22:12:27
1992198,16.6,65.8,0.0000,2025-10-01T22:12:27
1992698,16.6,65.8,0.0000,2025-10-01T22:12:28
1993199,16.6,65.8,0.0281,2025-10-01T22:12:28
1993699,16.6,65.8,0.0000,2025-10-01T22:12:29
1994199,16.6,65.8,0.0000,2025-10-01T22:12:29
1994699,16.6,65.8,0.0000,2025-10-01T22:12:30
1995200,16.6,65.8,0.0281,2025-10-01T22:12:30
1995700,16.6,65.8,0.0000,2025-10-01T22:12:31
1996200,16.6,65.8,0.0000,2025-10-01T22:12:31
1996700,16.6,65.8,0.0000,2025-10-01T22:12:32
1997200,16.6,65.8,0.0000,2025-10-01T22:12:32
1997700,16.6,65.8,0.0000,2025-10-01T22:12:33
1998200,16.6,65.8,0.0000,2025-10-01T22:12:33
1998700,16.6,65.8,0.0000,2025-10-01T22:12:34
1999200,16.6,65.8,0.0000,2025-10-01T22:12:34
1999700,16.6,65.8,0.0000,2025-10-01T22:12:35
2000200,16.6,65.8,0.0000,2025-10-01T22:12:35
2000700,16.6,65.8,0.0000,2025-10-01T22:12:36
2001200,16.6,65.8,0.0000,2025-10-01T22:12:36
2001700,16.6,65.8,0.0000,2025-10-01T22:12:37
2002200,16.6,65.8,0.0000,2025-10-01T22:12:37
2002700,16.6,65.8,0.0000,2025-10-01T22:12:38
2003200,16.6,65.8,0.0000,2025-10-01T22:12:38
2003700,16.6,65.8,0.0000,2025-10-01T22:12:39
2004200,16.6,65.8,0.0000,2025-10-01T22:12:39
2004700,16.6,65.8,0.0000,2025-10-01T22:12:40
2005200,16.6,65.8,0.0000,2025-10-01T22:12:40
2005700,16.6,65.8,0.0000,2025-10-01T22:12:41
2006200,16.6,65.8,0.0000,2025-10-01T22:12:41
2006700,16.6,65.8,0.0000,2025-10-01T22:12:42
2007200,16.6,65.8,0.0284,2025-10-01T22:12:42
2007700,16.6,65.8,0.0000,2025-10-01T22:12:43
2008200,16.6,65.7,0.0000,2025-10-01T22:12:43
2008700,16.6,65.7,0.0000,2025-10-01T22:12:44
2009201,16.6,65.7,0.0282,2025-10-01T22:12:44
2009701,16.6,65.7,0.0000,2025-10-01T22:12:45
2010201,16.6,65.8,0.0000,2025-10-01T22:12:45
2010701,16.6,65.8,0.0000,2025-10-01T22:12:46
2011201,16.6,65.8,0.0000,2025-10-01T22:12:46
2011701,16.6,65.8,0.0000,2025-10-01T22:12:47
2012201,16.6,65.7,0.0000,2025-10-01T22:12:47
2012701,16.6,65.7,0.0000,2025-10-01T22:12:48
2013201,16.6,65.7,0.0279,2025-10-01T22:12:48
2013701,16.6,65.7,0.0000,2025-10-01T22:12:49
2014201,16.6,65.8,0.0000,2025-10-01T22:12:49
2014701,16.6,65.8,0.0000,2025-10-01T22:12:50
2015201,16.6,65.8,0.0279,2025-10-01T22:12:50
2015701,16.6,65.8,0.0000,2025-10-01T22:12:51
2016201,16.6,65.8,0.0000,2025-10-01T22:12:51
2016701,16.6,65.8,0.0000,2025-10-01T22:12:52
2017201,16.6,65.8,0.0283,2025-10-01T22:12:52
2017701,16.6,65.8,0.0000,2025-10-01T22:12:53
2018201,16.6,65.7,0.0000,2025-10-01T22:12:53
2018701,16.6,65.7,0.0000,2025-10-01T22:12:54
2019201,16.6,65.7,0.0284,2025-10-01T22:12:54
2019701,16.6,65.7,0.0000,2025-10-01T22:12:55
2020201,16.6,65.8,0.0000,2025-10-01T22:12:55
2020701,16.6,65.8,0.0000,2025-10-01T22:12:56
2021201,16.6,65.8,0.0280,2025-10-01T22:12:56
2021701,16.6,65.8,0.0000,2025-10-01T22:12:57
2022201,16.6,65.7,0.0000,2025-10-01T22:12:57
2022701,16.6,65.7,0.0000,2025-10-01T22:12:58
2023201,16.6,65.7,0.0282,2025-10-01T22:12:58
2023701,16.6,65.7,0.0000,2025-10-01T22:12:59
2024201,16.6,65.8,0.0000,2025-10-01T22:12:59
2024701,16.6,65.8,0.0000,2025-10-01T22:13:00
2025201,16.6,65.8,0.0282,2025-10-01T22:13:00
2025701,16.6,65.8,0.0000,2025-10-01T22:13:01
2026201,16.6,65.7,0.0000,2025-10-01T22:13:01
2026701,16.6,65.7,0.0000,2025-10-01T22:13:02
2027201,16.6,65.7,0.0000,2025-10-01T22:13:02
2027701,16.6,65.7,0.0000,2025-10-01T22:13:03
2028201,16.6,65.7,0.0000,2025-10-01T22:13:03
2028701,16.6,65.7,0.0000,2025-10-01T22:13:04
2029201,16.6,65.7,0.0000,2025-10-01T22:13:04
2029701,16.6,65.7,0.0000,2025-10-01T22:13:05
2030201,16.6,65.7,0.0000,2025-10-01T22:13:05
2030701,16.6,65.7,0.0000,2025-10-01T22:13:06
2031201,16.6,65.7,0.0000,2025-10-01T22:13:06
2031701,16.6,65.7,0.0000,2025-10-01T22:13:07
2032201,16.6,65.7,0.0000,2025-10-01T22:13:07
2032701,16.6,65.7,0.0000,2025-10-01T22:13:08
2033201,16.6,65.7,0.0000,2025-10-01T22:13:08
2033701,16.6,65.7,0.0000,2025-10-01T22:13:09
2034202,16.6,65.7,0.0279,2025-10-01T22:13:10
2034702,16.6,65.7,0.0000,2025-10-01T22:13:10
2035202,16.6,65.7,0.0000,2025-10-01T22:13:11
2035702,16.6,65.7,0.0282,2025-10-01T22:13:11
2036203,16.6,65.7,0.0284,2025-10-01T22:13:12
2036703,16.6,65.7,0.0000,2025-10-01T22:13:12
2037203,16.6,65.7,0.0000,2025-10-01T22:13:13
2037703,16.6,65.7,0.0000,2025-10-01T22:13:13
2038203,16.6,65.7,0.0284,2025-10-01T22:13:14
2038703,16.6,65.7,0.0000,2025-10-01T22:13:14
2039203,16.6,65.7,0.0000,2025-10-01T22:13:15
2039703,16.6,65.7,0.0285,2025-10-01T22:13:15
2040203,16.6,65.8,0.0279,2025-10-01T22:13:16
2040703,16.6,65.8,0.0000,2025-10-01T22:13:16
2041203,16.6,65.8,0.0000,2025-10-01T22:13:17
2041703,16.6,65.8,0.0000,2025-10-01T22:13:17
